Ticker,Company,Industry,Institutional Ownership,Market Cap ($M),PB Ratio,PS Ratio,Operating Margin %,Net Margin %,Price,Avg Daily TradeVolume
MNTX,Manitex International Inc,Farm & Heavy Construction Machinery,67.1,108.32,1.38,0.45,0.31,-8.03,$5.50 ,"44,509"
MO,Altria Group Inc,Tobacco Products,95.67,"94,153.58",8.93,4.77,51.05,8.93,$50.40 ,"8,531,111"
MOD,Modine Manufacturing Co,Vehicles & Parts,93.25,391.64,0.76,0.19,4.1,1.3,$7.71 ,"399,875"
MOG.A,Moog Inc,Aerospace & Defense,77.57,"2,993.89",2.27,1.05,9.8,6.19,$86.47 ,"166,572"
MOH,Molina Healthcare Inc,Healthcare Plans,94.04,"8,551",4.69,0.52,5.88,4.51,$136.38 ,"607,273"
MOMO,Momo Inc,Interactive Media,77.14,"7,359.63",4.16,3.35,19.06,15.84,$35.32 ,"2,611,825"
MORN,Morningstar Inc,Capital Markets,67.56,"6,520.81",6.25,5.92,17.96,15.04,$152.32 ,"85,264"
MOS,The Mosaic Co,Agriculture,99.78,"8,203.99",0.81,0.89,7.61,-0.36,$21.66 ,"4,607,815"
MOV,Movado Group Inc,Retail - Cyclical,99.5,496.5,0.95,0.71,7.54,7.98,$21.57 ,"278,127"
MPAA,Motorcar Parts of America Inc,Vehicles & Parts,94.43,420.13,1.51,0.81,3.92,-1.14,$22.16 ,"142,268"
MPC,Marathon Petroleum Corp,Oil & Gas,88.79,"39,264.49",1.17,0.33,4.85,2.51,$60.47 ,"5,547,408"
MPLX,MPLX LP,Oil & Gas,31.79,"27,527.81",1.47,3.18,38.33,29.89,$26.01 ,"3,096,021"
MPX,Marine Products Corp,Vehicles & Parts,21.3,507.37,6.17,1.66,11.75,9.62,$14.94 ,"26,996"
MR,Montage Resources Corp,Oil & Gas,90.31,280.38,0.29,0.35,10.77,8.58,$7.83 ,"630,810"
MRC,MRC Global Inc,Oil & Gas,82.22,"1,126.80",1.67,0.31,3.48,1.87,$13.71 ,"929,017"
MRCY,Mercury Systems Inc,Aerospace & Defense,10.03,"3,924.81",2.98,5.16,12.13,8.51,$70.67 ,"370,879"
MRK,Merck & Co Inc,Drug Manufacturers,99.97,"232,550.19",8.68,5.17,26.83,20.26,$91.34 ,"8,718,093"
MRO,Marathon Oil Corp,Oil & Gas,68.62,"10,951.02",0.9,2.06,16.39,16.21,$13.69 ,"11,766,667"
MRTN,Marten Transport Ltd,Transportation,99.85,"1,181.79",2.03,1.43,8.42,7.36,$21.61 ,"181,190"
MRVL,Marvell Technology Group Ltd,Semiconductors,96.76,"18,061.96",2.52,6.54,-4.84,-16.47,$26.93 ,"8,082,137"
MSA,MSA Safety Inc,Business Services,99.81,"4,926.31",7.06,3.57,15.83,9.37,$127.17 ,"161,026"
MSEX,Middlesex Water Co,Utilities - Regulated,85.87,"1,102.16",3.81,7.77,25.99,24.28,$63.23 ,"68,769"
MSG,The Madison Square Garden Co,Media - Diversified,91.26,"7,098.97",2.8,4.37,-3.22,-2.23,$297.24 ,"192,188"
MSM,MSC Industrial Direct Co Inc,Industrial Distribution,98.84,"4,391.22",2.98,1.3,11.89,8.59,$79.28 ,"477,437"
MSON,Misonix Inc,Medical Devices & Instruments,59.86,282.38,1.35,4.35,-17.4,-7.33,$18.39 ,"62,781"
MSTR,MicroStrategy Inc,Software,99.98,"1,489.24",2.9,3.16,-2.64,5.26,$145.05 ,"64,018"
MT,ArcelorMittal SA,Steel,2.94,"18,145.16",0.44,0.25,100,0.81,$17.93 ,"2,704,380"
MTDR,Matador Resources Co,Oil & Gas,95.43,"2,083.20",1.15,2.25,28.24,21.59,$17.86 ,"2,725,706"
MTH,Meritage Homes Corp,Homebuilding & Construction,98.18,"2,366.51",1.28,0.68,7.67,6.26,$61.79 ,"513,985"
MTLS,Materialise NV,Software,29.98,987.99,6.54,4.52,2.42,0.43,$18.68 ,"78,965"
MTN,Vail Resorts Inc,Travel & Leisure,94.18,"9,758.45",7.5,4.25,20.29,13.04,$242.07 ,"272,825"
MTOR,Meritor Inc,Vehicles & Parts,99.86,"1,827.41",4.94,0.47,8.59,6.63,$23.39 ,"1,089,697"
MTRN,Materion Corp,Metals & Mining,97.89,"1,211.93",2.04,1.01,7.15,1.25,$59.40 ,"106,988"
MTRX,Matrix Service Co,Oil & Gas,97.78,622.82,1.73,0.44,3.1,2.22,$22.93 ,"193,659"
MTSC,MTS Systems Corp,Hardware,95.27,916.07,1.91,1.04,8.93,4.83,$47.86 ,"137,168"
MTW,Manitowoc Co Inc,Farm & Heavy Construction Machinery,99.76,616.49,0.98,0.33,6.42,-2.17,$17.44 ,"397,787"
MTX,Minerals Technologies Inc,Chemicals,78.24,"2,009.04",1.42,1.12,13.56,8.16,$57.64 ,"250,176"
MTZ,MasTec Inc,Construction,99.52,"4,922.80",2.94,0.66,7.77,4.37,$64.49 ,"1,049,335"
MU,Micron Technology Inc,Semiconductors,97.76,"61,220.24",1.69,3.02,20.33,17.01,$55.11 ,"21,206,165"
MUR,Murphy Oil Corp,Oil & Gas,94.03,"4,056.44",0.74,1.38,26.47,40.85,$26.53 ,"2,849,459"
MUSA,Murphy USA Inc,Retail - Cyclical,99.15,"3,659.47",4.7,0.27,2.19,1.31,$118.97 ,"394,492"
MUX,McEwen Mining Inc,Metals & Mining,33.04,492.36,0.94,3.82,-41.03,-49.74,$1.23 ,"5,729,941"
MWA,"Mueller Water Products, Inc.",Industrial Products,99.03,"1,870.44",3.15,1.96,12.59,6.59,$11.85 ,"871,484"
MXIM,Maxim Integrated Products Inc,Semiconductors,80.81,"16,693.88",9.4,7.74,30.59,34.87,$61.69 ,"1,793,329"
MXL,MaxLinear Inc,Semiconductors,98.12,"1,541.52",3.72,4.52,-6.16,-3.43,$21.54 ,"369,077"
MYE,Myers Industries Inc,Packaging & Containers,96.41,594.97,3.63,1.11,6.78,3.9,$16.75 ,"145,354"
MYGN,Myriad Genetics Inc,Medical Diagnostics & Research,99.68,"1,998.09",1.86,2.41,-1.57,-1.83,$26.86 ,"999,480"
MYL,Mylan NV,Drug Manufacturers,79.7,"10,105.86",0.89,0.9,5.68,0.42,$19.58 ,"6,975,331"
MYRG,MYR Group Inc,Construction,93.42,549.2,1.58,0.29,2.58,1.83,$32.99 ,"96,487"
NAT,Nordic American Tankers Ltd,Transportation,36.74,718.76,1.27,4.46,11.92,-20.86,$5.04 ,"3,921,352"
NATI,National Instruments Corp,Software,91.86,"5,583.12",4.8,4.21,11.58,11.9,$42.60 ,"584,314"
NATR,Natures Sunshine Products Inc,Consumer Packaged Goods,83.74,176.49,1.39,0.48,2.99,0.77,$9.13 ,"14,403"
NBEV,New Age Beverages Corp,Beverages - Non-Alcoholic,34.08,145.04,0.96,0.67,-15.76,-12.76,$1.85 ,"1,854,752"
NBL,Noble Energy Inc,Oil & Gas,83.6,"11,847.43",1.31,2.67,3.24,-25.43,$24.77 ,"5,219,351"
NBLX,Noble Midstream Partners LP,Oil & Gas,66.44,"2,573.64",1.81,1.84,41.67,23.91,$28.52 ,"402,545"
NBR,Nabors Industries Ltd,Oil & Gas,97.72,"1,144.77",0.51,0.36,-2.81,-20.04,$3.15 ,"7,595,796"
NC,NACCO Industries Inc,Other Energy Sources,61.03,332.31,1.18,2.17,31.13,28.92,$47.51 ,"16,485"
NCLH,Norwegian Cruise Line Holdings Ltd,Travel & Leisure,98.96,"12,576.10",2,2.02,18.67,15.14,$59.11 ,"1,555,890"
NCR,NCR Corp,Software,99.36,"4,505.57",6.2,0.65,7.85,2.46,$35.31 ,"983,381"
NDAQ,Nasdaq Inc,Capital Markets,98.82,"17,668.40",3.3,4.14,24.61,12.17,$107.79 ,"719,236"
NDLS,Noodles & Co,Restaurants,88.67,245.77,4.82,0.54,2.38,0.62,$5.57 ,"334,347"
NDSN,Nordson Corp,Industrial Products,98.87,"9,398.36",6,4.31,22.02,15.36,$162.86 ,"218,782"
NEE,NextEra Energy Inc,Utilities - Regulated,97.89,"118,264.21",3.22,6.16,27.55,16.91,$241.96 ,"1,945,634"
NEM,Newmont Goldcorp Corp,Metals & Mining,96.54,"34,998.93",1.63,3.16,15.43,25.42,$42.69 ,"6,221,247"
NEO,NeoGenomics Inc,Medical Diagnostics & Research,95.67,"3,086.27",6.2,7.84,3.57,0.55,$29.56 ,"689,969"
NEOG,Neogen Corp,Medical Diagnostics & Research,83.26,"3,447.83",4.98,8.25,16.3,14.36,$65.41 ,"181,072"
NEP,NextEra Energy Partners LP,Utilities - Independent Power Producers,15.13,"3,192.64",1.49,4.63,27.45,-15.28,$52.49 ,"384,187"
NESR,National Energy Services Reunited Corp,Oil & Gas,26.34,806.13,0.91,1.22,13.21,8.09,$9.25 ,"226,160"
NEU,NewMarket Corp,Chemicals,77.64,"5,393.33",8.57,2.45,15.75,12.17,$482.01 ,"42,577"
NEWT,Newtek Business Services Corp,Asset Management,19.96,450.02,1.47,7.39,24.97,61.37,$22.71 ,"153,776"
NEX,NexTier Oilfield Solutions Inc,Oil & Gas,96.57,"1,431.65",1.53,0.41,0.45,-0.96,$6.81 ,"2,312,353"
NEXA,Nexa Resources SA,Metals & Mining,14.33,"1,118.55",0.51,0.48,5.04,-3.91,$8.39 ,"136,213"
NFG,National Fuel Gas Co,Oil & Gas,91.95,"4,053.80",1.88,2.39,30.22,17.97,$46.96 ,"650,794"
NGG,National Grid PLC,Utilities - Regulated,5.58,"43,606.84",1.76,2.18,22.37,9.9,$62.64 ,"671,214"
NGL,NGL Energy Partners LP,Oil & Gas,69.68,"1,499.35",0.62,0.06,1.17,-0.09,$11.71 ,"1,164,468"
NGM,NGM Biopharmaceuticals Inc,Biotechnology,38.72,"1,304.43",3.75,9.67,-12.17,-7.82,$19.57 ,"297,306"
NGS,Natural Gas Services Group Inc,Oil & Gas,88.82,159.49,0.62,2.09,-3.49,-15.47,$11.84 ,"67,998"
NGVC,Natural Grocers by Vitamin Cottage Inc,Retail - Defensive,49.19,229.02,1.46,0.25,1.86,1.04,$10.19 ,"100,714"
NGVT,Ingevity Corp,Chemicals,36.91,"3,666.31",8.27,2.92,22.88,14.31,$87.66 ,"234,871"
NHC,National Healthcare Corp,Healthcare Providers & Services,59.2,"1,294.15",1.68,1.29,5.39,7.32,$84.48 ,"40,685"
NI,NiSource Inc,Utilities - Regulated,99.96,"10,216.43",2.06,1.94,16.14,9.68,$27.35 ,"3,980,790"
NICE,NICE Ltd,Software,75.38,"9,656.25",4.38,6.37,14.89,11.99,$155.42 ,"248,244"
NINE,Nine Energy Service Inc,Oil & Gas,94.8,237.21,0.39,0.25,4.51,-8.29,$7.76 ,"169,395"
NIU,Niu Technologies,Vehicles & Parts,8.18,635.61,6.37,2.31,4.52,4.88,$8.55 ,"178,307"
NJR,New Jersey Resources Corp,Utilities - Regulated,98.66,"4,228.72",2.54,1.52,5.94,6.54,$43.89 ,"585,779"
NL,NL Industries Inc,Business Services,15.58,190.64,0.63,1.56,6.83,18.26,$3.91 ,"12,787"
NLOK,NortonLifeLock Inc,Software,80.47,"15,861.62",2.6,4.03,15.68,21.39,$25.45 ,"7,094,341"
NLSN,Nielsen Holdings PLC,Business Services,99.45,"7,215.83",3.34,1.11,15.65,-19.46,$20.28 ,"3,997,549"
NMM,Navios Maritime Partners LP,Transportation,13.59,203.63,0.26,0.94,25.57,0.62,$18.54 ,"103,409"
NMRK,Newmark Group Inc,Real Estate,79.16,"2,452.32",3.93,1.28,10.02,6.59,$13.63 ,"915,143"
NNA,Navios Maritime Acquisition Corp,Oil & Gas,9.62,134.5,0.4,0.43,9.58,-34.93,$8.62 ,"170,082"
NNBR,NN Inc,Industrial Products,98.34,402.42,1.1,0.47,1.27,-29.54,$9.51 ,"257,596"
NOA,North American Construction Group Ltd,Oil & Gas,69.04,317.04,2.41,0.78,7.7,4.74,$12.31 ,"101,311"
NOAH,Noah Holdings Ltd,Asset Management,62.65,"2,158.67",2.13,4.49,27.73,25.81,$35.90 ,"287,375"
NOC,Northrop Grumman Corp,Aerospace & Defense,14.75,"58,642.65",6.04,1.77,11.35,9.05,$347.96 ,"1,001,217"
NOG,Northern Oil & Gas Inc,Oil & Gas,69.15,969.85,1.9,1.07,56.13,29.18,$2.39 ,"6,461,546"
NOK,Nokia Oyj,Hardware,8.03,"20,283.87",1.29,0.79,2.38,-1.56,$3.62 ,"25,789,248"
NOMD,Nomad Foods Ltd,Consumer Packaged Goods,99.12,"4,230.22",1.53,1.55,14.33,6.45,$21.75 ,"875,388"
NOVT,Novanta Inc,Hardware,99.48,"3,195.94",7.94,5.21,11.75,6.94,$91.12 ,"160,471"
NP,Neenah Inc,Forest Products,6.17,"1,204.45",2.95,1.27,7.92,5.46,$71.63 ,"109,460"
NPK,National Presto Industries Inc,Aerospace & Defense,98.38,623.29,1.81,2.03,12.99,10.66,$89.08 ,"45,969"
NPO,EnPro Industries Inc,Industrial Products,99.8,"1,390.85",1.57,0.92,7.44,0.56,$66.92 ,"105,880"
NPTN,NeoPhotonics Corp,Semiconductors,96.38,429.33,2.84,1.21,-6.2,-7.51,$8.90 ,"931,902"
NR,Newpark Resources Inc,Oil & Gas,18.19,558.01,0.99,0.64,4.94,1.68,$6.22 ,"570,161"
NRP,Natural Resources Partners LP,Other Energy Sources,42.22,251.23,0.39,1.56,67.28,65.32,$20.49 ,"26,519"
NS,NuStar Energy LP,Oil & Gas,72.93,"2,881.12",1.24,1.41,19.64,-8.99,$26.60 ,"846,760"
NSA,National Storage Affiliates Trust,REITs,66.28,"1,953.69",2.8,5.05,32.34,-4.18,$32.93 ,"440,465"
NSC,Norfolk Southern Corp,Transportation,96.57,"50,702.20",3.35,4.53,35.69,23.98,$194.45 ,"1,594,880"
NSIT,Insight Enterprises Inc,Software,19.99,"2,494.72",2.26,0.35,3.42,2.28,$70.76 ,"268,578"
NSSC,NAPCO Security Technologies Inc,Business Services,71.7,550.08,7.37,5.2,14.47,13.18,$29.77 ,"108,519"
NTCT,NetScout Systems Inc,Software,68.86,"1,813.34",0.94,2.12,1.41,-3.53,$24.23 ,"462,928"
NTES,NetEase Inc,Interactive Media,71.49,"39,191.59",4.47,4.06,18.86,29.03,$306.28 ,"651,298"
NTGR,Netgear Inc,Hardware,8.44,739.53,1.22,0.78,4.68,0.65,$24.53 ,"361,517"
NTR,Nutrien Ltd,Agriculture,99.69,"28,073.87",1.22,1.41,11.96,20.96,$48.91 ,"1,150,757"
NTUS,Natus Medical Inc,Medical Devices & Instruments,92.91,"1,142.37",2.81,2.24,5.36,-5.74,$33.51 ,"170,261"
NUAN,Nuance Communications Inc,Software,98.78,"5,129.34",2.4,2.88,12.18,11.73,$18.05 ,"2,800,829"
NUE,Nucor Corp,Steel,99.5,"17,222.64",1.63,0.73,10.94,7.62,$56.80 ,"1,894,428"
NUS,Nu Skin Enterprises Inc,Consumer Packaged Goods,96.89,"2,247.45",2.64,0.93,11.98,4.59,$40.46 ,"419,684"
NUVA,NuVasive Inc,Medical Devices & Instruments,94.63,"4,007.57",4.58,3.54,10.09,4.15,$76.96 ,"518,335"
NVEE,NV5 Global Inc,Construction,83.22,627.34,1.82,1.24,7.1,5.66,$48.94 ,"208,940"
NVGS,Navigator Holdings Ltd,Oil & Gas,72.51,754.21,0.8,2.49,11.12,-5.86,$13.51 ,"104,182"
NVMI,Nova Measuring Instruments Ltd,Semiconductors,68.37,"1,065.25",3.54,4.88,16.56,16.99,$38.15 ,"70,822"
NVR,NVR Inc,Homebuilding & Construction,89.22,"14,079.64",5.94,2.04,13.94,11.54,"$3,810.55 ","33,116"
NVS,Novartis AG,Drug Manufacturers,13.09,"219,122.03",4.12,3.99,15.28,21.45,$94.81 ,"1,606,342"
NVT,nVent Electric PLC,Industrial Products,37.33,"4,330.25",1.69,2.04,15.27,11.07,$25.60 ,"1,342,666"
NWE,NorthWestern Corp,Utilities - Regulated,91.77,"3,609.97",1.8,2.92,20.74,16.84,$71.56 ,"258,680"
NWL,Newell Brands Inc,Consumer Packaged Goods,15.86,"8,082.70",1.95,1.04,5.64,-6.1,$19.09 ,"4,098,244"
NWN,Northwest Natural Holding Co,Utilities - Regulated,99.73,"2,195.62",2.6,2.9,19.94,8.38,$72.14 ,"152,211"
NWPX,Northwest Pipe Co,Industrial Products,99.07,323.61,1.38,1.23,7.2,6.06,$33.20 ,"59,340"
NWS,News Corp,Media - Diversified,14.04,"8,423.89",0.94,0.83,4.54,-1.75,$14.53 ,"637,541"
NWSA,News Corp,Media - Diversified,87.64,"8,397.36",0.94,0.83,4.54,-1.75,$14.17 ,"2,380,188"
NX,Quanex Building Products Corp,Construction,29.19,578.84,1.75,0.66,5.43,-5.23,$17.53 ,"281,764"
NXGN,NextGen Healthcare Inc,Healthcare Providers & Services,97.65,"1,067.24",2.72,2.01,4.85,3.02,$16.31 ,"334,404"
NXPI,NXP Semiconductors NV,Semiconductors,90.72,"35,969.55",3.84,4.12,6.99,4.51,$128.68 ,"3,123,799"
NXRT,NexPoint Residential Trust Inc,REITs,49.89,"1,067.68",2.52,5.97,10.31,63.03,$42.65 ,"142,752"
NXST,Nexstar Media Group Inc,Media - Diversified,88.85,"5,478.98",2.83,2.05,21.45,9.87,$118.75 ,"468,134"
NYT,New York Times Co,Media - Diversified,95.07,"5,393.28",4.95,3.07,9.72,7.03,$32.64 ,"1,526,534"
OAS,Oasis Petroleum Inc,Oil & Gas,98.15,"1,034.62",0.27,0.49,9.83,7.78,$3.22 ,"13,886,766"
OC,Owens-Corning Inc,Construction,98.59,"7,099.46",1.57,1,11.68,6.99,$65.26 ,"1,363,574"
OCN,Ocwen Financial Corp,Banks,78.99,185.99,0.49,0.16,18.21,-15.29,$1.38 ,"313,192"
ODFL,Old Dominion Freight Lines Inc,Transportation,99.42,"15,026.79",5.16,3.69,20.58,15.29,$188.25 ,"739,633"
ODP,Office Depot Inc,Retail - Cyclical,94.18,"1,437.24",0.68,0.13,3.05,0.28,$2.63 ,"6,981,462"
OEC,Orion Engineered Carbons SA,Chemicals,76.72,"1,183.78",6.72,0.78,9.61,5.43,$19.66 ,"323,358"
OESX,Orion Energy Systems Inc,Industrial Products,45.12,100.96,3.48,0.77,7.55,7.07,$3.34 ,"417,001"
OFC,Corporate Office Properties Trust,REITs,70.51,"3,276.59",1.99,5.23,24.65,27.07,$29.24 ,"669,694"
OFIX,Orthofix Medical Inc,Medical Devices & Instruments,96.08,886.08,2.87,1.92,4.56,-6.81,$46.50 ,"145,370"
OGE,OGE Energy Corp,Utilities - Regulated,97.77,"8,807.75",2.12,3.88,21.28,19.94,$44 ,"1,174,648"
OGI,OrganiGram Holdings Inc,Drug Manufacturers,19.17,365.43,1.47,5.82,7.59,-11.86,$2.34 ,"2,993,466"
OGS,ONE Gas Inc,Utilities - Regulated,98.99,"4,880.33",2.32,2.94,17.67,10.83,$92.54 ,"277,036"
OI,Owens-Illinois Inc,Packaging & Containers,23.32,"1,852.01",5.52,0.28,9.96,-6.58,$11.90 ,"2,291,897"
OIBR.C,Oi SA,Telecommunication Services,45.4,"1,202.37",0.25,0.18,-19.37,-35.54,$1.01 ,"3,300,493"
OII,Oceaneering International Inc,Oil & Gas,91.95,"1,492.85",1.14,0.76,-2.89,-7.55,$15.09 ,"1,740,350"
OIS,Oil States International Inc,Oil & Gas,23.35,"1,003.75",0.71,0.93,-2.7,-6.7,$16.59 ,"453,835"
OKE,ONEOK Inc,Oil & Gas,98.84,"31,448.14",5.04,2.96,17.88,11.76,$76.13 ,"1,883,589"
OLLI,Ollie's Bargain Outlet Holdings Inc,Retail - Defensive,96.67,"4,225.24",4.32,3.2,12.26,10.2,$66.37 ,"1,300,959"
OLN,Olin Corp,Chemicals,74.6,"2,802.25",1.05,0.46,5.8,1.87,$17.55 ,"2,311,220"
OLP,One Liberty Properties Inc,REITs,33.12,542.36,1.81,6.27,38.06,16.17,$27.22 ,"37,753"
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,Transportation,14.62,"2,988.40",6.82,9.24,54.82,37.98,$61.05 ,"57,821"
OMC,Omnicom Group Inc,Media - Diversified,82.98,"17,614.54",7.21,1.21,14.12,8.88,$80.90 ,"1,569,186"
OMCL,Omnicell Inc,Healthcare Providers & Services,94.74,"3,467.86",4.26,4.06,8.73,6.28,$82.69 ,"235,974"
OMI,Owens & Minor Inc,Medical Distribution,96.76,318.65,0.66,0.03,0.96,-2.88,$5.07 ,"1,684,380"
OMN,Omnova Solutions Inc,Chemicals,99.76,453.47,7.72,0.6,5.01,1.09,$10.11 ,"235,794"
OMP,Oasis Midstream Partners LP,Oil & Gas,17.64,585,2.14,1.54,55.35,26.08,$17.31 ,"179,238"
ON,ON Semiconductor Corp,Semiconductors,83.19,"10,083.23",3.13,1.82,12.73,5.71,$24.55 ,"4,552,733"
ONE,OneSmart International Education Group Ltd,Education,41.01,"1,074.95",6.95,1.86,5.77,6.16,$6.69 ,"186,480"
ONTO,Onto Innovation Inc,Semiconductors,99.41,"1,816.75",2.7,3.16,9.55,8.12,$36.29 ,"296,926"
OPI,Office Properties Income Trust,REITs,45.73,"1,522.73",0.93,2.12,21.7,-14.86,$31.59 ,"240,962"
OPK,OPKO Health Inc,Medical Diagnostics & Research,37.39,"1,044.99",0.59,1.01,-25.98,-30.98,$1.57 ,"5,108,390"
OPRA,Opera Ltd,Software,9.31,"1,172.01",1.34,4.37,8.78,18.82,$9.95 ,"297,455"
OPRX,OptimizeRx Corp,Healthcare Providers & Services,62.89,148.77,3.51,5.68,-2.58,-5.32,$10.22 ,"124,216"
OPY,Oppenheimer Holdings Inc,Capital Markets,63.2,354.57,0.64,0.4,10.89,3.65,$27.92 ,"36,833"
OR,Osisko Gold Royalties Ltd,Metals & Mining,97,"1,566.25",1.26,4.37,10.66,-42.22,$9.95 ,"904,366"
ORA,Ormat Technologies Inc,Utilities - Independent Power Producers,97.83,"3,800.06",2.76,5.11,32.42,12.59,$74.52 ,"162,523"
ORAN,Orange SA,Telecommunication Services,1.16,"38,792.93",1.17,0.85,11.67,5.29,$14.64 ,"518,576"
ORBC,ORBCOMM Inc,Telecommunication Services,97.73,321.75,1.34,1.21,1.33,-8.03,$4.11 ,"771,261"
ORN,Orion Group Holdings Inc,Construction,85.73,150.11,1.11,0.25,-6.22,-16.44,$5.08 ,"144,141"
OSB,Norbord Inc,Forest Products,94.1,"2,199.99",3.11,1.19,2.22,-3.12,$26.92 ,"192,199"
OSG,Overseas Shipholding Group Inc,Oil & Gas,74.93,209.03,0.64,0.64,5.09,-2.16,$2.44 ,"349,930"
OSIS,OSI Systems Inc,Hardware,12.15,"1,868.24",3.41,1.58,9.44,6.31,$101.77 ,"128,006"
OSK,Oshkosh Corp,Farm & Heavy Construction Machinery,68.28,"6,483.82",2.5,0.8,9.51,6.91,$94.99 ,"567,449"
OSPN,OneSpan Inc,Software,99.27,698.31,2.74,2.8,5.43,3.1,$17.37 ,"295,952"
OSTK,Overstock.com Inc,Retail - Cyclical,84.98,259.79,2.28,0.15,-9.19,-8.9,$6.70 ,"2,015,891"
OSUR,OraSure Technologies Inc,Medical Devices & Instruments,99.48,494.43,1.63,3.21,10.34,15.8,$8.01 ,"612,420"
OSW,OneSpaWorld Holdings Ltd,Travel & Leisure,87.48,"1,037.80",1.63,2.12,2.46,-3.28,$16.98 ,"500,324"
OTEX,Open Text Corp,Software,91.96,"11,911.78",3.04,4.05,21.32,11.17,$44.06 ,"421,212"
OTTR,Otter Tail Corp,Utilities - Regulated,64.32,"2,028.10",2.67,2.19,13.74,8.72,$51.01 ,"94,008"
OUT,Outfront Media Inc,REITs,66.69,"3,866.56",3.54,2.19,17.13,8.72,$26.94 ,"880,772"
OXFD,Oxford Immunotec Global PLC,Medical Diagnostics & Research,97.76,440.6,2.07,6.35,-10.73,198.51,$16.66 ,"143,082"
OXM,Oxford Industries Inc,Manufacturing - Apparel & Accessories,97.12,"1,301.70",2.5,1.15,8.42,6.22,$76.39 ,"114,995"
OXY,Occidental Petroleum Corp,Oil & Gas,68.19,"35,866.71",1.36,1.66,19.26,6.24,$40.15 ,"10,942,733"
PAA,Plains All American Pipeline LP,Oil & Gas,62.07,"13,876.22",1.07,0.48,8.8,8.95,$19.06 ,"3,634,163"
PAAS,Pan American Silver Corp,Metals & Mining,63.46,"4,936",2,4.25,4.49,2.38,$23.55 ,"2,850,102"
PACK,Ranpak Holdings Corp,Packaging & Containers,71.32,580.52,1.1,6.38,-12.21,-10.99,$8.19 ,"102,757"
PAG,Penske Automotive Group Inc,Vehicles & Parts,58.5,"4,077.62",1.55,0.19,2.8,1.9,$50.30 ,"321,729"
PAGP,Plains GP Holdings LP,Oil & Gas,77.58,"3,543.66",1.67,0.09,8.78,1.39,$19.47 ,"3,177,172"
PAHC,Phibro Animal Health Corp,Drug Manufacturers,71.89,"1,001.62",4.85,1.24,8.63,5,$24.76 ,"176,246"
PAM,Pampa Energia SA,Utilities - Regulated,47.56,"1,161.76",0.81,0.65,11.69,32.08,$16.96 ,"868,236"
PANL,Pangaea Logistics Solutions Ltd,Transportation,26.64,131.14,0.75,0.34,8.3,4.03,$2.95 ,"20,019"
PARR,Par Pacific Holdings Inc,Oil & Gas,96.7,"1,245.78",2.14,0.25,2.46,0.39,$24.34 ,"354,867"
PATK,Patrick Industries Inc,Construction,76.69,"1,253.81",2.61,0.53,6.79,4.16,$52.76 ,"182,041"
PBA,Pembina Pipeline Corp,Oil & Gas,77.19,"19,127.66",2.04,3.51,22.84,23.81,$37.37 ,"827,488"
PBF,PBF Energy Inc,Oil & Gas,74.02,"3,779.88",1.26,0.16,0.2,-0.36,$31.54 ,"1,586,135"
PBH,Prestige Consumer Healthcare Inc,Medical Distribution,99.86,"2,032.91",1.83,2.21,30.9,-3.56,$40.47 ,"300,846"
PBPB,Potbelly Corp,Restaurants,76.75,102.45,1.46,0.25,-1.61,-6.59,$4.34 ,"255,421"
PBR,Petroleo Brasileiro SA Petrobras,Oil & Gas,11.12,"105,201.47",1.4,1.42,23.39,6.96,$16.13 ,"16,381,927"
PBR.A,Petroleo Brasileiro SA Petrobras,Oil & Gas,6.7,"99,396.80",1.4,1.42,23.39,6.96,$15.24 ,"6,362,290"
PCAR,PACCAR Inc,Farm & Heavy Construction Machinery,92.84,"27,500.41",2.74,1.07,11.77,9.45,$79.51 ,"1,517,082"
PCH,PotlatchDeltic Corp,REITs,65.31,"2,910",2.37,3.5,9.27,5.48,$43.29 ,"306,352"
PCOM,Points International Ltd,Interactive Media,70.5,203.57,5.09,0.54,3.99,2.92,$15.09 ,"42,180"
PCRX,Pacira BioSciences Inc,Drug Manufacturers,98.68,"1,894.15",5.49,4.82,8.16,0.55,$45.39 ,"494,027"
PCTI,PCTEL Inc,Hardware,66.79,158.89,2.22,1.7,1.09,-8.07,$8.55 ,"122,475"
PDCE,PDC Energy Inc,Oil & Gas,97.82,"1,608.80",0.7,1.01,34.28,8.49,$26.11 ,"1,421,929"
PDCO,Patterson Companies Inc,Medical Distribution,99.48,"1,943.13",1.31,0.34,1.62,1.01,$20.30 ,"1,055,767"
PDFS,PDF Solutions Inc,Software,93.18,539.93,2.77,6.54,-10.75,-8.7,$16.69 ,"134,394"
PDLI,PDL BioPharma Inc,Biotechnology,32.09,390.51,0.61,4.17,-7.18,0.72,$3.42 ,"1,448,995"
PDM,Piedmont Office Realty Trust Inc,REITs,61.18,"2,763.46",1.65,5.2,19.64,20.92,$21.97 ,"676,283"
PDS,Precision Drilling Corp,Oil & Gas,81.14,424.88,0.35,0.35,4.91,-11.95,$1.48 ,"813,278"
PE,Parsley Energy Inc,Oil & Gas,96.49,"5,940.56",1.03,2.77,24.98,14.03,$18.76 ,"5,976,831"
PEAK,Healthpeak Properties Inc,REITs,99.08,"16,679.93",2.81,8.83,18.46,45.01,$33.70 ,"3,642,436"
